audio_waves,samplerate,bit_lengths,seconds_length
"[-0.04274224 -0.04257686 -0.02548813 ...  0.09290506  0.0804585
  0.        ]",22050,112898,5.120090702947846
"[-0.01719499 -0.01961967 -0.01706298 ... -0.04606958  0.01522522
  0.        ]",22050,277832,12.600090702947846
"[-0.02594229 -0.02418147 -0.01444684 ...  0.00255366  0.00232605
  0.        ]",22050,130538,5.920090702947846
"[ 0.01330683  0.02869156  0.03337228 ... -0.09071726 -0.07971422
  0.        ]",22050,155234,7.040090702947846
"[ 0.04898341  0.06939995  0.07847788 ... -0.01849423 -0.02679861
  0.        ]",22050,156116,7.080090702947846
"[-0.00082133 -0.00219499 -0.00270112 ...  0.05038342  0.04129604
  0.        ]",22050,133184,6.040090702947846
"[-0.01559796 -0.01764031 -0.01416929 ...  0.03511428  0.03211477
  0.        ]",22050,107606,4.880090702947846
[0.00434088 0.00502257 0.00431769 ... 0.00132429 0.00086565 0.        ],22050,119072,5.400090702947846
[0.00826737 0.0186455  0.01703077 ... 0.01040773 0.0084836  0.        ],22050,197570,8.960090702947845
"[-0.21310556 -0.22026072 -0.16125989 ... -0.00542443 -0.0103712
  0.        ]",22050,143768,6.520090702947845
"[-0.00066075 -0.00107315 -0.00119458 ... -0.11276188 -0.11281963
  0.        ]",22050,155234,7.040090702947846
"[ 0.0036247   0.0025231  -0.00160495 ...  0.11947874  0.11248314
  0.        ]",22050,390728,17.720090702947846
[0.03742633 0.03937498 0.02304782 ... 0.06177172 0.04127445 0.        ],22050,134066,6.080090702947846
"[ 0.01729868  0.01859221  0.014371   ... -0.0080089  -0.00800626
  0.        ]",22050,87320,3.960090702947846
[0.14816935 0.1257747  0.0934146  ... 0.01380866 0.0074474  0.        ],22050,258428,11.720090702947846
"[ 0.00123503  0.00136668  0.00085468 ... -0.0154579  -0.0099673
  0.        ]",22050,99668,4.520090702947845
"[ 0.00239905  0.00226989  0.0009393  ... -0.05041052 -0.03767708
  0.        ]",22050,183458,8.320090702947846
[0.00529579 0.00602625 0.00504151 ... 0.00340039 0.00284232 0.        ],22050,246080,11.160090702947846
"[-0.00267612 -0.01008914 -0.01611666 ...  0.04818631  0.04291913
  0.        ]",22050,107606,4.880090702947846
"[-0.03028481 -0.03576522 -0.03096477 ...  0.08183567  0.07549121
  0.        ]",22050,87320,3.960090702947846
"[-0.00069719  0.00019826  0.00194734 ... -0.00023916  0.00192617
  0.        ]",22050,97904,4.440090702947846
"[ 0.0028693   0.00225408  0.00012597 ... -0.00496844 -0.01128462
  0.        ]",22050,116426,5.280090702947846
[0.01403669 0.02134701 0.02425712 ... 0.01434361 0.02557781 0.        ],22050,89966,4.080090702947846
[0.03241254 0.02803361 0.00596276 ... 0.0176406  0.0135639  0.        ],22050,267248,12.120090702947845
"[ 0.0022259   0.00243723  0.00198575 ... -0.02836941 -0.02197449
  0.        ]",22050,256664,11.640090702947846
"[-0.01977342 -0.000226    0.00908762 ...  0.03184348  0.02364889
  0.        ]",22050,140240,6.360090702947846
[0.01089419 0.01302776 0.01390199 ... 0.02472678 0.02267486 0.        ],22050,131420,5.960090702947846
"[-0.00052555 -0.00020637  0.00042421 ...  0.00334796  0.00501916
  0.        ]",22050,185222,8.400090702947846
[0.01653647 0.01864355 0.01469269 ... 0.00145522 0.00145065 0.        ],22050,403076,18.280090702947845
"[-0.05779632  0.01410854  0.03493155 ...  0.16382562 -0.14647911
  0.        ]",22050,140240,6.360090702947846
"[-0.0006349  -0.00144253 -0.00204143 ...  0.00117815  0.001247
  0.        ]",22050,120836,5.480090702947845
"[-0.00087527  0.00247741  0.00128369 ...  0.05692796  0.06319062
  0.        ]",22050,133184,6.040090702947846
"[ 0.01436447 -0.00686079  0.0095582  ...  0.0126363   0.00894501
  0.        ]",22050,92612,4.200090702947846
"[-0.0140711  -0.0135417  -0.00911274 ...  0.00193048  0.0062611
  0.        ]",22050,126128,5.720090702947846
[0.04157285 0.0431832  0.03100836 ... 0.08865932 0.09712268 0.        ],22050,132302,6.000090702947846
"[ 0.00665138  0.0076297   0.00761637 ... -0.005304   -0.0047703
  0.        ]",22050,156116,7.080090702947846
"[-0.14187479 -0.13630418 -0.07735214 ...  0.24521483  0.2780697
  0.        ]",22050,101432,4.6000907029478455
"[-0.00056888 -0.01113701 -0.02255036 ... -0.00408918  0.02701272
  0.        ]",22050,124364,5.6400907029478455
"[-0.00296243 -0.00114905 -0.00061255 ... -0.0051639  -0.00398693
  0.        ]",22050,119072,5.400090702947846
"[ 0.00669305  0.00992993  0.00684666 ... -0.11506596 -0.11227296
  0.        ]",22050,125246,5.680090702947846
"[-0.04436568 -0.06622113 -0.05928328 ... -0.07060762 -0.05646611
  0.        ]",22050,189632,8.600090702947846
"[-2.4693673e-03 -2.9406596e-03 -2.6702068e-03 ...  3.6489201e-04
  9.3695526e-06  0.0000000e+00]",22050,158762,7.200090702947846
[0.00640979 0.00779055 0.00636945 ... 0.06996098 0.07149914 0.        ],22050,106724,4.840090702947846
"[ 0.00619163  0.00947856  0.00950796 ...  0.00531988 -0.00795687
  0.        ]",22050,122600,5.5600907029478455
"[-0.13317807 -0.14878538 -0.12602714 ...  0.02372761  0.0416588
  0.        ]",22050,164054,7.440090702947846
[0.05568891 0.0600306  0.04575111 ... 0.15031597 0.12743454 0.        ],22050,90848,4.120090702947846
"[-0.01855399 -0.01483009 -0.00428443 ... -0.02261658 -0.02050187
  0.        ]",22050,141122,6.400090702947846
"[-0.13128982 -0.1539441  -0.13017592 ... -0.02926485 -0.02673036
  0.        ]",22050,202862,9.200090702947845
"[ 0.00146114  0.00134836  0.00183443 ... -0.00106967  0.00637037
  0.        ]",22050,108488,4.920090702947846
"[-0.03739973 -0.05339364 -0.04864907 ...  0.14965484  0.14699815
  0.        ]",22050,195806,8.880090702947847
"[-0.00854942 -0.00742102 -0.00205512 ...  0.00158041  0.00312639
  0.        ]",22050,148178,6.720090702947846
"[-0.00085453 -0.00119633 -0.00086449 ... -0.08899199 -0.07082855
  0.        ]",22050,252254,11.440090702947845
"[4.7670351e-04 9.6275024e-03 8.3623314e-03 ... 8.4390165e-05 9.2537026e-05
 0.0000000e+00]",22050,126128,5.720090702947846
"[-0.09653327 -0.09559777 -0.07912274 ... -0.03403388  0.00063691
  0.        ]",22050,117308,5.320090702947846
"[-0.00429725 -0.00521717 -0.00481797 ... -0.01090437 -0.01230943
  0.        ]",22050,142004,6.440090702947846
"[-0.01381736 -0.01955131 -0.01256883 ... -0.00120691 -0.00097863
  0.        ]",22050,205508,9.320090702947846
[0.20532118 0.24658881 0.22174415 ... 0.02292977 0.01053943 0.        ],22050,91730,4.160090702947846
"[ 0.11553828 -0.06791914 -0.3117254  ... -0.00894792 -0.01078007
  0.        ]",22050,237260,10.760090702947846
"[-0.00400707  0.00036231  0.00279338 ...  0.00510892  0.00444223
  0.        ]",22050,88202,4.000090702947846
"[ 0.02369902  0.00224539 -0.03759615 ... -0.00151866  0.00042024
  0.        ]",22050,127892,5.800090702947846
[0.01023036 0.0104541  0.00758176 ... 0.04807803 0.03606871 0.        ],22050,97904,4.440090702947846
"[ 0.04528     0.04041638  0.02156784 ... -0.08196362 -0.06949279
  0.        ]",22050,143768,6.520090702947845
"[-0.01129521 -0.01334101 -0.01063696 ... -0.00043534 -0.00264469
  0.        ]",22050,191396,8.680090702947846
[0.00360636 0.00433631 0.00118991 ... 0.05219429 0.0312303  0.        ],22050,242552,11.000090702947846
[0.031841   0.03675651 0.01999379 ... 0.01078666 0.01014673 0.        ],22050,100550,4.5600907029478455
[0.06741261 0.15680699 0.15865874 ... 0.01402558 0.01385065 0.        ],22050,109370,4.960090702947846
[0.07442411 0.08677792 0.07397547 ... 0.00170443 0.0013209  0.        ],22050,211682,9.600090702947846
"[ 0.05658188  0.06320313  0.05364846 ... -0.14511095 -0.13100505
  0.        ]",22050,164936,7.480090702947845
"[-0.08081897 -0.08308566 -0.05903457 ... -0.07337353 -0.05712157
  0.        ]",22050,110252,5.000090702947846
"[-0.010261   -0.0091457  -0.0005683  ...  0.00759571  0.00700031
  0.        ]",22050,217856,9.880090702947847
[0.00085492 0.00090211 0.00046791 ... 0.00124614 0.00128741 0.        ],22050,238142,10.800090702947847
"[-0.05208781 -0.09728347 -0.13365653 ... -0.07932435 -0.07989247
  0.        ]",22050,148178,6.720090702947846
[0.06453436 0.0666922  0.0443726  ... 0.01295483 0.00632878 0.        ],22050,144650,6.5600907029478455
"[-0.02544581 -0.02735266 -0.02090919 ...  0.00536176  0.00513629
  0.        ]",22050,134066,6.080090702947846
"[-0.08328286 -0.07393527 -0.03831354 ...  0.0414466   0.04675645
  0.        ]",22050,316640,14.360090702947845
"[ 0.00097411  0.00110675  0.0010962  ... -0.0640401  -0.06398817
  0.        ]",22050,173756,7.880090702947846
"[-0.00014763 -0.00048895 -0.00030064 ...  0.00491192  0.00538472
  0.        ]",22050,119072,5.400090702947846
"[-0.01552409 -0.01812104 -0.01342263 ... -0.00432138 -0.00398426
  0.        ]",22050,98786,4.480090702947845
"[ 0.00308694 -0.00245512 -0.00907686 ... -0.01977059 -0.01984072
  0.        ]",22050,931394,42.240090702947846
"[-0.06589822 -0.07201196 -0.05451983 ... -0.02384831 -0.02587295
  0.        ]",22050,112016,5.080090702947846
"[-0.00890922 -0.00694404 -0.00205901 ...  0.03067879  0.00919265
  0.        ]",22050,186104,8.440090702947845
"[ 0.00692379  0.00945577  0.01039553 ... -0.00266172  0.04017349
  0.        ]",22050,169346,7.680090702947846
[0.01573331 0.02435648 0.02844181 ... 0.0006733  0.00045558 0.        ],22050,276950,12.560090702947846
[0.00587142 0.00572626 0.00354853 ... 0.07839197 0.15581357 0.        ],22050,95258,4.320090702947846
"[ 0.00608382  0.00279583  0.01016553 ... -0.04748238 -0.03166295
  0.        ]",22050,102314,4.6400907029478455
"[-1.1943066e-06 -6.6202861e-05 -9.8289725e-05 ... -2.4713902e-04
 -8.0329533e-05  0.0000000e+00]",22050,93494,4.240090702947846
"[ 0.02931935  0.00740423 -0.02911602 ... -0.01456475 -0.01113527
  0.        ]",22050,113780,5.160090702947846
"[-0.02262148 -0.02245128 -0.01443135 ...  0.169808    0.1782344
  0.        ]",22050,632396,28.680090702947847
"[-0.01456281 -0.02289449 -0.02983734 ...  0.1416313   0.1408806
  0.        ]",22050,185222,8.400090702947846
"[-0.00207452 -0.00235927 -0.00259846 ... -0.00157206 -0.00112676
  0.        ]",22050,96140,4.360090702947846
"[-0.00779203 -0.00729547  0.00762074 ...  0.00629457  0.00337959
  0.        ]",22050,140240,6.360090702947846
"[-0.19384563 -0.18797462 -0.11041089 ...  0.00632768  0.00535332
  0.        ]",22050,129656,5.880090702947846
"[1.3555938e-02 1.7610025e-02 1.6761236e-02 ... 2.7470094e-05 1.5554240e-04
 0.0000000e+00]",22050,318404,14.440090702947845
"[ 0.01418503  0.01479105 -0.00013265 ...  0.00152934  0.00115643
  0.        ]",22050,245198,11.120090702947845
"[-0.0797999  -0.09170917 -0.07478369 ...  0.02073625  0.00573483
  0.        ]",22050,115544,5.240090702947846
"[ 0.01733835  0.01977199  0.01750736 ... -0.00758575 -0.00529219
  0.        ]",22050,208154,9.440090702947845
"[-0.06929135 -0.06809939 -0.05429366 ... -0.00689703 -0.02014184
  0.        ]",22050,157880,7.160090702947846
"[ 8.2561888e-02  5.7459645e-02 -1.6897719e-02 ...  7.9742626e-05
 -5.4476451e-04  0.0000000e+00]",22050,235496,10.680090702947846
"[-0.02558541 -0.0283402  -0.02067997 ... -0.04512252 -0.04486994
  0.        ]",22050,133184,6.040090702947846
"[ 0.00944383  0.00176159 -0.00291882 ...  0.00462274  0.00309282
  0.        ]",22050,166700,7.5600907029478455
"[ 0.02814458 -0.00786973 -0.01557865 ...  0.08400196  0.07635236
  0.        ]",22050,164936,7.480090702947845
"[ 6.8808516e-04  6.7297020e-04 -9.0377798e-05 ... -6.3640350e-03
 -4.6089240e-03  0.0000000e+00]",22050,213446,9.680090702947846
"[ 0.02844011  0.02820884  0.02212126 ... -0.01236158 -0.00199094
  0.        ]",22050,121718,5.520090702947845
"[-0.00245859 -0.00269667 -0.00236116 ... -0.00782742 -0.00633468
  0.        ]",22050,108488,4.920090702947846
[0.05150774 0.12492067 0.16078967 ... 0.02871227 0.02374983 0.        ],22050,117308,5.320090702947846
"[-0.02168712 -0.02396478 -0.01882041 ... -0.00431459 -0.0035596
  0.        ]",22050,180812,8.200090702947845
"[-2.5656023e-03 -2.7984213e-03 -1.5550677e-03 ... -6.9807102e-05
 -9.9995676e-03  0.0000000e+00]",22050,448940,20.360090702947847
"[ 0.          0.          0.         ... -0.01702898 -0.01741916
  0.        ]",22050,358094,16.240090702947846
"[-0.00216631 -0.00405835 -0.00490994 ... -0.02326398 -0.01310705
  0.        ]",22050,89084,4.040090702947846
"[-0.02705502 -0.02650734 -0.01483045 ... -0.02911449 -0.02335895
  0.        ]",22050,210800,9.560090702947846
"[-0.0032282  -0.00222492 -0.00043481 ... -0.00524537 -0.00250996
  0.        ]",22050,131420,5.960090702947846
"[-0.01370957 -0.01670137 -0.01592008 ... -0.00855837 -0.00857952
  0.        ]",22050,145532,6.6000907029478455
"[-0.00185745 -0.00212952 -0.00177098 ... -0.08001844 -0.07117994
  0.        ]",22050,115544,5.240090702947846
"[-0.00696419 -0.0197946  -0.01674976 ... -0.00037794 -0.00049386
  0.        ]",22050,146414,6.6400907029478455
"[-0.00321179 -0.00554784 -0.00724611 ... -0.01012329 -0.00869679
  0.        ]",22050,205508,9.320090702947846
[0.01820516 0.04517239 0.03897499 ... 0.0342382  0.01857751 0.        ],22050,103196,4.680090702947846
"[ 0.00125336 -0.00028239 -0.00226556 ... -0.00277609 -0.00194738
  0.        ]",22050,132302,6.000090702947846
"[ 0.03170596  0.04174612  0.01250281 ... -0.0012438  -0.00244425
  0.        ]",22050,116426,5.280090702947846
"[-0.0029518  -0.00381908 -0.0027384  ...  0.00146952  0.00072153
  0.        ]",22050,109370,4.960090702947846
"[-0.00124805 -0.00153068 -0.0030792  ...  0.07986632  0.08044519
  0.        ]",22050,118190,5.360090702947846
"[ 0.00282594  0.00414125  0.00215075 ... -0.0017624  -0.00148344
  0.        ]",22050,215210,9.760090702947846
"[ 0.05857055  0.05043961 -0.00915145 ... -0.07787801 -0.06061983
  0.        ]",22050,224030,10.160090702947846
"[ 0.02523469  0.0120796  -0.01306858 ...  0.02037505 -0.00508201
  0.        ]",22050,216974,9.840090702947846
"[-3.5395164e-03 -2.1997727e-03 -9.5321266e-05 ...  6.7897029e-02
  5.9532385e-02  0.0000000e+00]",22050,133184,6.040090702947846
[0.00066169 0.00064502 0.00037924 ... 0.01738283 0.01072682 0.        ],22050,95258,4.320090702947846
"[ 0.01884313  0.02076746  0.01665154 ... -0.00573468 -0.00517734
  0.        ]",22050,460406,20.880090702947847
"[-0.01128662 -0.0207872  -0.02203425 ...  0.00174222 -0.00264174
  0.        ]",22050,128774,5.840090702947846
"[-0.06609076 -0.0648082  -0.04076023 ... -0.01245802 -0.0102708
  0.        ]",22050,104078,4.720090702947846
[0.01127515 0.0106206  0.00499308 ... 0.00774937 0.00707604 0.        ],22050,789392,35.80009070294785
"[-9.9144512e-05 -3.3057295e-04 -7.1126077e-04 ... -4.0541388e-02
 -3.1231029e-02  0.0000000e+00]",22050,98786,4.480090702947845
"[-0.00489303  0.00725036  0.01019095 ...  0.08982675  0.10994257
  0.        ]",22050,91730,4.160090702947846
"[ 0.03541017  0.04405817  0.03867216 ... -0.00182798 -0.00057114
  0.        ]",22050,194924,8.840090702947846
"[ 0.02241984  0.02542749  0.02239772 ... -0.04063291 -0.04142999
  0.        ]",22050,172874,7.840090702947846
[0.02944938 0.03536506 0.03749292 ... 0.20345871 0.20578167 0.        ],22050,111134,5.040090702947846
"[ 1.7979688e-05 -1.9725211e-02 -5.8571380e-02 ...  2.8355855e-02
  2.7086833e-02  0.0000000e+00]",22050,241670,10.960090702947845
"[ 0.04500426  0.05162799  0.04349772 ...  0.00728097 -0.0045136
  0.        ]",22050,108488,4.920090702947846
"[ 3.4624257e-03 -4.5230081e-03 -8.8135200e-03 ...  2.2667887e-04
  2.1269718e-05  0.0000000e+00]",22050,434828,19.720090702947846
"[-0.00261575 -0.00316909 -0.00305351 ...  0.00490649  0.0043958
  0.        ]",22050,236378,10.720090702947846
[0.00142143 0.00143165 0.00084896 ... 0.04220881 0.03307918 0.        ],22050,213446,9.680090702947846
"[-0.09817643 -0.08175877 -0.10864394 ... -0.01317872  0.044255
  0.        ]",22050,164936,7.480090702947845
"[-0.15686457 -0.18188132 -0.16055347 ... -0.01269781  0.00206429
  0.        ]",22050,123482,5.6000907029478455
"[ 0.          0.          0.         ... -0.01320202 -0.01228364
  0.        ]",22050,640334,29.040090702947847
"[-0.00046218 -0.00061105 -0.00012531 ...  0.00285724  0.00110038
  0.        ]",22050,138476,6.280090702947846
"[8.0574602e-05 2.4071306e-03 3.6409064e-03 ... 7.9148486e-02 8.5332341e-02
 0.0000000e+00]",22050,116426,5.280090702947846
"[-0.00157457 -0.0016473  -0.00116641 ...  0.00170585 -0.00132363
  0.        ]",22050,231968,10.520090702947845
"[-0.00220786 -0.00197488 -0.00098768 ...  0.0126669   0.00751526
  0.        ]",22050,135830,6.160090702947846
"[ 1.0832433e-05 -8.9518580e-04 -1.2236506e-03 ... -3.7547464e-03
  1.0460609e-03  0.0000000e+00]",22050,171110,7.760090702947846
"[ 0.00755671  0.00185669 -0.01017561 ... -0.08054993 -0.08185919
  0.        ]",22050,228440,10.360090702947845
"[-0.02366635 -0.02247491 -0.01158744 ... -0.04886551 -0.03288261
  0.        ]",22050,94376,4.280090702947846
"[-0.06510226 -0.07248186 -0.05851099 ...  0.02905558  0.02456681
  0.        ]",22050,119954,5.440090702947846
"[-0.00143311 -0.00175071 -0.0016135  ... -0.03407366 -0.03124279
  0.        ]",22050,124364,5.6400907029478455
"[-0.02992399 -0.0424418  -0.04463578 ...  0.04777216  0.02486468
  0.        ]",22050,109370,4.960090702947846
[0.00432706 0.00206179 0.00028759 ... 0.01174018 0.01496281 0.        ],22050,123482,5.6000907029478455
"[ 0.00627886  0.0042026  -0.00069122 ...  0.01614658  0.01380232
  0.        ]",22050,91730,4.160090702947846
"[ 0.00946524  0.00626662 -0.00058383 ...  0.12199531  0.11535701
  0.        ]",22050,179930,8.160090702947846
"[ 0.00453202  0.01303538  0.02332001 ... -0.04182791 -0.02980548
  0.        ]",22050,141122,6.400090702947846
[0.0267094  0.01745578 0.00148647 ... 0.00879626 0.00438124 0.        ],22050,186986,8.480090702947846
[0.06000946 0.0691915  0.06125582 ... 0.01131314 0.00578227 0.        ],22050,106724,4.840090702947846
"[ 0.00523779  0.00617361  0.00560193 ... -0.02000242 -0.01846995
  0.        ]",22050,124364,5.6400907029478455
[0.01810329 0.01769611 0.01155084 ... 0.0024072  0.00214463 0.        ],22050,358976,16.280090702947845
"[-0.00346477 -0.00272627 -0.00063393 ...  0.01238058  0.02245582
  0.        ]",22050,109370,4.960090702947846
[0.04757614 0.06307472 0.05141499 ... 0.04997208 0.04283729 0.        ],22050,145532,6.6000907029478455
"[ 1.4459333e-02  1.8090582e-02  2.0224351e-02 ... -1.2671239e-04
 -5.9315385e-05  0.0000000e+00]",22050,275186,12.480090702947846
[0.04171268 0.04699132 0.04455406 ... 0.06048194 0.07129519 0.        ],22050,109370,4.960090702947846
"[ 9.1576762e-02  1.3529380e-01  1.5462017e-01 ... -5.9872023e-03
  1.1895412e-04  0.0000000e+00]",22050,122600,5.5600907029478455
"[-0.00231071 -0.00399594  0.00111592 ... -0.00272562 -0.00655114
  0.        ]",22050,95258,4.320090702947846
"[-0.04485001 -0.0348391  -0.01935244 ...  0.07045034  0.06588762
  0.        ]",22050,109370,4.960090702947846
"[-0.00228649 -0.00276311 -0.00271059 ... -0.0035636  -0.00344017
  0.        ]",22050,97022,4.400090702947846
"[-0.16230778 -0.20079693 -0.19721925 ... -0.394497   -0.3827453
  0.        ]",22050,132302,6.000090702947846
"[-0.06691756 -0.0526237  -0.00861916 ...  0.09882482  0.08841231
  0.        ]",22050,170228,7.720090702947846
"[ 0.04330208  0.01214171 -0.02427371 ... -0.00568522 -0.00409468
  0.        ]",22050,284888,12.920090702947846
"[-0.06140193 -0.08366446 -0.07824995 ... -0.40389508 -0.36149538
  0.        ]",22050,87320,3.960090702947846
"[ 8.7517308e-04 -1.0490095e-03 -7.5624819e-05 ...  5.5648950e-03
  9.4826361e-03  0.0000000e+00]",22050,571538,25.920090702947846
"[-0.00532045 -0.0076628  -0.00898048 ...  0.00261434  0.00237316
  0.        ]",22050,106724,4.840090702947846
"[ 0.02641026  0.02886868  0.02557697 ... -0.03808743 -0.03586005
  0.        ]",22050,103196,4.680090702947846
"[ 0.0151954   0.01811031  0.01545289 ... -0.01230953 -0.01236523
  0.        ]",22050,112016,5.080090702947846
"[ 0.00872309  0.00426782 -0.00301933 ...  0.00969611  0.0112977
  0.        ]",22050,133184,6.040090702947846
"[-0.00802456 -0.00760227 -0.00479771 ... -0.02924906 -0.01363686
  0.        ]",22050,103196,4.680090702947846
"[ 0.061183    0.06996131  0.06011597 ... -0.04891516 -0.0439518
  0.        ]",22050,162290,7.360090702947846
"[ 0.00330692 -0.00648434 -0.0123605  ...  0.00175737  0.0013122
  0.        ]",22050,156998,7.120090702947846
"[ 0.0472068   0.06130559  0.06503047 ... -0.06941908 -0.0614823
  0.        ]",22050,112016,5.080090702947846
"[-0.02945018 -0.03248738 -0.02789723 ...  0.00397246  0.01260186
  0.        ]",22050,134948,6.120090702947846
"[-8.78000166e-03 -1.06718205e-02 -8.07316508e-03 ... -6.48601417e-05
 -6.65846840e-03  0.00000000e+00]",22050,125246,5.680090702947846
"[ 0.00181599  0.00455171  0.00437344 ... -0.00608611 -0.00189713
  0.        ]",22050,213446,9.680090702947846
"[ 0.01624527  0.00904359 -0.00687692 ...  0.00084182  0.0015881
  0.        ]",22050,161408,7.320090702947846
"[ 0.07359167  0.08713634  0.07912895 ... -0.02209511 -0.01952958
  0.        ]",22050,140240,6.360090702947846
"[-0.00358474  0.00480784  0.02212221 ... -0.00843176 -0.00512486
  0.        ]",22050,424244,19.240090702947846
"[-0.00041901 -0.00017945  0.00026394 ... -0.00426991 -0.00679942
  0.        ]",22050,237260,10.760090702947846
"[ 0.00424188  0.00326677  0.00049662 ... -0.00544607 -0.00372976
  0.        ]",22050,149060,6.760090702947846
[0.00767348 0.00550076 0.00667753 ... 0.00464131 0.00288075 0.        ],22050,130538,5.920090702947846
"[-0.01005032  0.01153576  0.0163391  ... -0.16775128 -0.14535277
  0.        ]",22050,91730,4.160090702947846
"[ 0.01383192  0.03045619  0.04520874 ... -0.00561551 -0.00414123
  0.        ]",22050,177284,8.040090702947845
"[-0.00623944 -0.01045989 -0.00910334 ... -0.00016411 -0.00115735
  0.        ]",22050,223148,10.120090702947845
"[4.5296892e-05 1.7651331e-04 1.9245440e-04 ... 6.9825538e-03 4.6320129e-03
 0.0000000e+00]",22050,93494,4.240090702947846
"[-0.00220813  0.00339943  0.00577504 ... -0.00031358  0.00116765
  0.        ]",22050,89084,4.040090702947846
[0.00062157 0.00117601 0.0007631  ... 0.01367426 0.00191261 0.        ],22050,900524,40.84009070294785
[0.01342667 0.01640101 0.01601071 ... 0.0039595  0.00019205 0.        ],22050,162290,7.360090702947846
"[ 2.9337009e-05 -3.3689288e-05 -7.2880051e-05 ... -2.3951193e-02
 -2.5431240e-02  0.0000000e+00]",22050,92612,4.200090702947846
"[-0.00863998 -0.00938579 -0.00664583 ...  0.01397949  0.01308619
  0.        ]",22050,254018,11.520090702947845
"[ 0.00746638  0.00934511  0.01015629 ... -0.00945372 -0.00905621
  0.        ]",22050,200216,9.080090702947846
"[-0.01593727 -0.0279148  -0.03695068 ...  0.08344511  0.07798433
  0.        ]",22050,226676,10.280090702947845
[0.01638575 0.01893916 0.01661088 ... 0.03414249 0.02903012 0.        ],22050,101432,4.6000907029478455
"[-0.10826793 -0.16904946 -0.1997349  ... -0.11280125 -0.10141951
  0.        ]",22050,143768,6.520090702947845
"[-0.09476767 -0.11077294 -0.09809665 ...  0.01525939  0.01409345
  0.        ]",22050,244316,11.080090702947846
"[ 0.00076781  0.00112091  0.00130724 ... -0.01596431 -0.01124251
  0.        ]",22050,269012,12.200090702947845
"[-1.9263341e-03 -1.9453556e-03 -9.6562353e-04 ...  2.9718449e-05
  5.3072694e-05  0.0000000e+00]",22050,217856,9.880090702947847
"[-1.80607254e-04 -9.56285585e-05  5.05120588e-05 ... -1.27976626e-01
 -1.11930445e-01  0.00000000e+00]",22050,90848,4.120090702947846
[0.00359651 0.00323761 0.00573447 ... 0.00995312 0.00354678 0.        ],22050,210800,9.560090702947846
"[ 0.02026406  0.04727631 -0.00483284 ...  0.11796422  0.11276095
  0.        ]",22050,109370,4.960090702947846
"[-0.00077596 -0.00096253 -0.00099901 ...  0.00102822  0.00179157
  0.        ]",22050,162290,7.360090702947846
[0.1444078  0.15522213 0.1004535  ... 0.13841279 0.12543629 0.        ],22050,418952,19.000090702947844
[0.00866019 0.01272854 0.01110747 ... 0.05943432 0.05812754 0.        ],22050,123482,5.6000907029478455
"[ 0.00739343  0.0005602   0.00979878 ... -0.01073807  0.01453982
  0.        ]",22050,135830,6.160090702947846
[0.02994368 0.04255323 0.03911819 ... 0.00057686 0.00033282 0.        ],22050,93494,4.240090702947846
"[-0.02098324 -0.02572867 -0.0156475  ...  0.03151947  0.02918273
  0.        ]",22050,115544,5.240090702947846
"[ 0.01671255  0.01800051  0.01441501 ... -0.00357582 -0.00309842
  0.        ]",22050,146414,6.6400907029478455
"[ 0.00392635  0.00312903  0.00053493 ... -0.00108137 -0.00124428
  0.        ]",22050,293708,13.320090702947846
[0.00334082 0.00386557 0.00328034 ... 0.00305561 0.00224904 0.        ],22050,132302,6.000090702947846
"[-0.00960083 -0.01071053 -0.00881226 ...  0.00085209  0.00072523
  0.        ]",22050,190514,8.640090702947846
[0.00020022 0.00019691 0.00012611 ... 0.03626078 0.02961635 0.        ],22050,148178,6.720090702947846
[0.10487192 0.10308346 0.06719299 ... 0.04260594 0.04693035 0.        ],22050,220502,10.000090702947846
"[-1.0743890e-04 -9.5370386e-05 -1.4646456e-04 ... -1.8072232e-03
 -2.4736945e-03  0.0000000e+00]",22050,214328,9.720090702947846
"[-0.00854713 -0.00997291 -0.00753029 ... -0.00708942 -0.00602968
  0.        ]",22050,88202,4.000090702947846
"[-0.15801531 -0.11779127 -0.02335139 ... -0.02389257 -0.03296155
  0.        ]",22050,137594,6.240090702947846
"[ 0.00125788  0.00132774  0.00077174 ... -0.00380701  0.02603018
  0.        ]",22050,194042,8.800090702947847
"[ 0.00041037  0.00019033  0.00026292 ... -0.00161614 -0.0013951
  0.        ]",22050,193160,8.760090702947846
"[ 0.00051893  0.00021076 -0.00018066 ... -0.00151556 -0.00109329
  0.        ]",22050,208154,9.440090702947845
[0.00075212 0.0013213  0.00166686 ... 0.00685193 0.00628154 0.        ],22050,95258,4.320090702947846
"[-0.00277775 -0.00361911 -0.00015861 ...  0.00508665  0.0045192
  0.        ]",22050,893468,40.52009070294785
"[ 0.00723655  0.00708124  0.00531223 ... -0.01555552 -0.01391783
  0.        ]",22050,107606,4.880090702947846
"[ 0.0024343   0.00299206  0.00395831 ... -0.01241574 -0.00958144
  0.        ]",22050,288416,13.080090702947846
"[-0.00094642 -0.00091266 -0.00084898 ... -0.00435288 -0.00539974
  0.        ]",22050,152588,6.920090702947846
"[ 5.1796314e-06 -2.1453021e-04 -3.6325998e-04 ... -5.4920721e-04
 -2.0695722e-04  0.0000000e+00]",22050,125246,5.680090702947846
